predicted_rating,userId,movieId
3.925385599217448,5120,5632
4.2010753272676409,5120,26112
4.0211890617616248,5120,27648
3.7306171192537874,5120,104961
4.7277673878606992,5120,84226
4.6193562136966611,5120,2563
3.1969034142598489,5120,30723
4.687400397693076,5120,32515
4.3868655493222946,5120,65027
6.1623405211951994,5120,30981
5.1473749191729254,5120,82438
4.1289260597191149,5120,90374
4.1146320230201692,5120,95750
3.7318179699422296,5120,4615
3.5919643710171196,5120,111111
3.698231335244647,5120,104712
3.8218740783925824,5120,2313
3.8518879102382497,5120,109833
3.423166155798361,5120,119305
3.9763969808032305,5120,90634
4.5268852893545679,5120,115210
4.0502949953243634,5120,53002
4.1294522689801463,5120,8459
3.8827514076444194,5120,88075
4.0129578535324244,5120,112395
3.2924450235696279,5120,121099
4.1739439950847173,5120,780
3.0528326663189409,5120,269
3.5316253385341039,5120,4109
3.7815308113888673,5120,86541
3.2783000419153607,5120,117517
3.754941053771168,5120,119053
4.5564102515289937,5120,3086
4.2520529179463677,5120,70670
3.8410267302851886,5120,5902
5.95359899494953,5120,105742
3.4064851276587342,5120,107278
3.5678264088751082,5120,6671
3.7477171995189575,5120,7439
4.2883020034820927,5120,87055
4.4445314051641418,5120,34319
1.700028552060036,5120,61967
4.8315759088377046,5120,4880
4.7835963808196853,5120,80400
3.9573246546334726,5120,90897
3.955810167979307,5120,91921
4.2537024749000212,5120,18
3.5879742875795091,5120,92178
3.252181471079048,5120,61970
2.3822798087504746,5120,1555
4.1897763743853123,5120,1811
3.9481371481046676,5120,2323
4.71244010574722,5120,88339
3.6248915391375673,5120,788
4.5896209432045252,5120,87572
4.5843159940675369,5120,27156
3.7239903581060827,5120,103444
3.1514538564059289,5120,5909
1.6878577508987156,5120,89877
4.0062659377269014,5120,117525
3.4388637418873138,5120,96022
4.2496320726104235,5120,121366
2.8897743400988722,5120,5399
4.149543291873437,5120,4888
4.2527976050694427,5120,98840
2.9685844943135247,5120,127256
3.2138518514109724,5120,6938
4.227353739661373,5120,59418
5.0359940831068686,5120,7195
3.6527201465982326,5120,49435
3.7813108369791362,5120,6428
3.3481409053735511,5120,119836
4.3496076525597278,5120,1309
3.983469471473625,5120,2845
4.5382091154699813,5120,69917
4.5893150975196395,5120,89629
2.7124067801806451,5120,26141
3.9759596268223243,5120,87071
2.9148871446563751,5120,94496
4.2605844705968225,5120,98080
3.6063434919442865,5120,5665
2.6760812582887139,5120,74017
3.4536221233151605,5120,96545
4.1860042161377162,5120,26402
3.8359880814528564,5120,8739
3.9040745665307304,5120,1060
4.3844180901996381,5120,2084
3.1807623068541311,5120,85796
3.7995179537677162,5120,130340
2.6731694112667066,5120,79397
3.9973378086057219,5120,80421
3.6049489290793382,5120,81957
3.1082287874668184,5120,5158
3.83082221262094,5120,90662
1.2953742625011024,5120,56614
4.2604394250774309,5120,84775
2.4337741614403066,5120,94503
3.8393542524067734,5120,63271
4.184428281873803,5120,2344
3.8148171805099307,5120,26664
3.8409952643053229,5120,77353
4.09728466039257,5120,84777
4.1807435802643518,5120,27689
2.4130566693366684,5120,105769
3.8120101737011267,5120,131114
2.3465709306590754,5120,1322
3.4231381718216083,5120,9002
3.71959179103478,5120,96298
3.7327172868465075,5120,72491
4.08624614662832,5120,80683
3.7893141930052945,5120,7724
3.7398550376744084,5120,8748
4.0673750613433457,5120,83244
3.4587600738777131,5120,97068
3.6028293839627343,5120,38188
3.6217341189391759,5120,108076
4.020920243639277,5120,129068
2.8365325909477641,5120,78893
4.1450999945819262,5120,112173
3.7245370328613925,5120,116525
3.1718987503464073,5120,7727
2.8279081587867165,5120,85295
4.1417717771243154,5120,27695
4.1901310863141257,5120,4144
4.7230383287259929,5120,5424
5.0184226557608262,5120,34608
2.1543181750687053,5120,70706
3.3761701642567949,5120,7986
3.3815409504449172,5120,76082
1.6623447628073817,5120,78130
4.1146320230201692,5120,95794
3.6063259959361291,5120,90419
3.8767225939518344,5120,100147
3.2027357043812379,5120,44595
3.6871874040421044,5120,121139
4.3857451694890415,5120,9012
2.4978717992898138,5120,91444
4.6713915514362938,5120,27700
2.8647084451783043,5120,35636
3.9323033001207395,5120,126004
3.9465527517266938,5120,125237
3.9436855653982157,5120,96054
3.3716682537874045,5120,130614
4.2633005606275018,5120,1079
4.0104995036529587,5120,3639
4.39054501250725,5120,4151
